-----  Network Simulator Version    2.3 -------- 

Enter the number of messages to simulate: Packet loss probability [enter number between 0.0 and 1.0]: Packet corruption probability [0.0 for no corruption]: Packet out-of-order probability [0.0 for no out-of-order]: Average time between messages from sender's layer5 [ > 0.0]: Enter Level of tracing desired: Do you want actions randomized: (1 = yes, 0 = no)? Do you want Bidirectional: (1 = yes, 0 = no)? Input parameters:
Number of Messages = 1000  Lost Packet Prob. =   0.500
Corrupt Packet Prob. =   0.500  Out Of Order Prob. =   0.500
Ave. time between messages =    10.00  Trace level = 1
Randomize = 0  Bi-directional = 0

A:    2146.2242,  Layer 5 to 4  Message = JvEq?l:g5b0]+W&R~MyJ
A:    2162.3879,  Layer 5 to 4  Message = K+iI)gG'eE%cC#aA~_>|
A:    2166.5912,  Layer 5 to 4  Message = LLx~pbSE6(wiZL=x~pbS
A:    2170.3157,  Layer 5 to 4  Message = dPMVY]`cfilo2ux{~$'*
A:    2189.1836,  Layer 5 to 4  Message = NfwNCWl#7Lau,A3j~5J_
A:    2200.5227,  Layer 5 to 4  Message = Ou=dORxAgxU{Dj2X~Gm5
A:    2216.7839,  Layer 5 to 4  Message = P*b;sP'_8pJ$[5mG~X2j
A:    2218.7727,  Layer 5 to 4  Message = Q<(q]HQ|hS>*s_J5~jUA
A:    2225.6253,  Layer 5 to 4  Message = ROLIFC?R9630-*'$~{xu
A:    2237.5786,  Layer 5 to 4  Message = Sbp~x=LZSw(6ESbp~x=L
A:    2256.2937,  Layer 5 to 4  Message = dt6Vv8Xx:Tz<2|>_~Aa#
A:    2260.4580,  Layer 5 to 4  Message = U)Z.`3e8j=UCtHyM~R&W
A:    2269.7113,  Layer 5 to 4  Message = V;~dI.qV;~dV.qV;~dI.
A:    2270.9988,  Layer 5 to 4  Message = WfE;2)}tkbXOW<3*~ulc
A:    2288.6594,  Layer 5 to 4  Message = Xaiqy$,4<EMU^Xnv~)19
A:    2290.4996,  Layer 5 to 4  Message = YsxIc|8Rl(B[u1Ye~:Tn
A:    2299.6145,  Layer 5 to 4  Message = Z(S~LwEp=i6bxZ(Z~LwE
A:    2314.1240,  Layer 5 to 4  Message = d:wV5rQ0mL+h2&cB[^<y
A:    2333.6772,  Layer 5 to 4  Message = ]M=.|m^N>x}n_O?0~]`P
A:    2344.3499,  Layer 5 to 4  Message = ^`bdfhjlnprtvxz|~#^'
A:    2360.9740,  Layer 5 to 4  Message = _r(;Ocv,?Sgz0DWk~4H_
A:    2362.3542,  Layer 5 to 4  Message = `'Lq8^%Jo6[#Hm4Y~Fk2
A:    2379.6039,  Layer 5 to 4  Message = aapI!X1hAwP)`83H~W0g
A:    2395.2850,  Layer 5 to 4  Message = bLb~iS=(pZExwbL6~iS=
A:    2407.3571,  Layer 5 to 4  Message = d_ZcRNJFB=952-)%~zvr
A:    2423.1414,  Layer 5 to 4  Message = dq~.dIVdq~.;IVdq~.;I
A:    2429.3664,  Layer 5 to 4  Message = e&Ed%ec$Cb#Ba!A`~?_}
A:    2434.1102,  Layer 5 to 4  Message = f8i;l>fBrEuHxK{N~Q$T
A:    2442.6498,  Layer 5 to 4  Message = gKxqU9{gD(jN2tX<~cG+
A:    2447.2279,  Layer 5 to 4  Message = h^SI>4*}hi_TJ?5+~tj`
A:    2451.9076,  Layer 5 to 4  Message = ipw~(x6=EiSZbipw~(x6
A:    2463.2449,  Layer 5 to 4  Message = df=Vo*C[txja243f~9Rk
A:    2470.2460,  Layer 5 to 4  Message = k7b.X%OyFp<k3^*T~KuB
A:    2477.1679,  Layer 5 to 4  Message = lJ(dB}[9uS1ml)eC~]:v
A:    2492.6266,  Layer 5 to 4  Message = m]L;+xhWG6&scmB1~n^M
A:    2507.6777,  Layer 5 to 4  Message = nopqrstuvwxyz{n}~!#$
A:    2510.8329,  Layer 5 to 4  Message = o$6I[n#5HZm!4GYo~3FX
A:    2521.0456,  Layer 5 to 4  Message = p6Z~EixSw=b(Lp6ZpEix
A:    2526.4741,  Layer 5 to 4  Message = dI~V.d;qI~V.2;qI~q.d
A:    2543.3992,  Layer 5 to 4  Message = r[E.u_H1xbK4{eN7~hr:
A:    2562.7592,  Layer 5 to 4  Message = sfid_YTOJE?:503&~yts
A:    2565.6571,  Layer 5 to 4  Message = t#x;HTamy(4AMYfr~-9F
A:    2570.8950,  Layer 5 to 4  Message = uuSq1Om-Ki)Ge%Ca~>]z
A:    2584.1908,  Layer 5 to 4  Message = vHvIxJyKzL{M|N}O~P!Q
A:    2586.8431,  Layer 5 to 4  Message = wZ=wbE(iLxpS6wZ=~bE(
A:    2604.1491,  Layer 5 to 4  Message = dmbVx?4){peY2C7,~sh]
A:    2605.8967,  Layer 5 to 4  Message = y!(.4yAGMSY`flrx~'-3
A:    2618.3521,  Layer 5 to 4  Message = z4Ld{5ze|6Nf}7Og~8Ph
A:    2636.2455,  Layer 5 to 4  Message = {Gp;e0Y{NwCl7a,U~Js>
A:    2651.0258,  Layer 5 to 4  Message = |f6qN+fC|Z7rO,3D~[8s
A:    2662.3410,  Layer 5 to 4  Message = }lZI7&raO},xgUD2~m[J
A:    2677.7256,  Layer 5 to 4  Message = ~~~~~~~~~~~~~~~~~~~~
A:    2685.8374,  Layer 5 to 4  Message = !3EVhy->Pbs'2J[m~2DU
A:    2700.9123,  Layer 5 to 4  Message = ##i.Qt9]!Eh-Ps8[~Dg,
A:    2706.0363,  Layer 5 to 4  Message = $X$d:oFzQ(]3h>sJ~U,a
A:    2724.9091,  Layer 5 to 4  Message = %kS%$jR:#iQ9!hP8~gO7
A:    2739.2819,  Layer 5 to 4  Message = &}wq&e_XRLF?93-'~xrl
A:    2743.0756,  Layer 5 to 4  Message = '2=IT'kv$x:FQ]hs~,7C
A:    2744.6182,  Layer 5 to 4  Message = (fb~=Z(6SpxLi(3b~=Zw
A:    2750.8725,  Layer 5 to 4  Message = dW(V'U&)%S$R2Q!P~O}N
A:    2766.1757,  Layer 5 to 4  Message = *jL.nP2r*6vX:z]>~aC%
